Local time,Open,High,Low,Close,Volume
17.05.2021 09:30:00.000 GMT-0400,126.746,126.896,126.746,126.896,101069.998
17.05.2021 09:30:01.000 GMT-0400,126.877,126.877,126.826,126.826,140074.99719999998
17.05.2021 09:30:02.000 GMT-0400,126.827,126.827,126.677,126.716,160459.9968
17.05.2021 09:30:03.000 GMT-0400,126.716,126.877,126.716,126.866,200074.99599999996
17.05.2021 09:30:04.000 GMT-0400,126.867,126.896,126.766,126.766,220534.99559999994
17.05.2021 09:30:05.000 GMT-0400,126.777,126.777,126.707,126.707,219999.99559999994
17.05.2021 09:30:06.000 GMT-0400,126.707,126.717,126.656,126.717,220149.99559999994
17.05.2021 09:30:07.000 GMT-0400,126.797,126.797,126.776,126.776,159999.9968
17.05.2021 09:30:08.000 GMT-0400,126.776,126.806,126.776,126.777,200074.99599999996
17.05.2021 09:30:09.000 GMT-0400,126.787,126.797,126.777,126.797,79999.9984
17.05.2021 09:30:10.000 GMT-0400,126.777,126.777,126.676,126.676,220459.99559999997
17.05.2021 09:30:11.000 GMT-0400,126.687,126.687,126.657,126.657,80149.9984
17.05.2021 09:30:12.000 GMT-0400,126.657,126.697,126.646,126.697,60609.998799999994
17.05.2021 09:30:13.000 GMT-0400,126.697,126.737,126.657,126.737,199999.99599999996
17.05.2021 09:30:14.000 GMT-0400,126.747,126.767,126.746,126.767,100459.99799999999
17.05.2021 09:30:15.000 GMT-0400,126.766,126.767,126.746,126.746,100459.99799999999
17.05.2021 09:30:16.000 GMT-0400,126.766,126.766,126.676,126.696,200074.99599999996
17.05.2021 09:30:17.000 GMT-0400,126.707,126.747,126.707,126.747,159999.9968
17.05.2021 09:30:18.000 GMT-0400,126.767,126.767,126.756,126.756,119999.99759999999
17.05.2021 09:30:19.000 GMT-0400,126.776,126.786,126.746,126.746,220074.99559999994
17.05.2021 09:30:20.000 GMT-0400,126.746,126.767,126.716,126.716,159999.9968
17.05.2021 09:30:21.000 GMT-0400,126.707,126.727,126.676,126.687,140074.99719999998
17.05.2021 09:30:22.000 GMT-0400,126.687,126.726,126.687,126.726,139999.9972
17.05.2021 09:30:23.000 GMT-0400,126.737,126.737,126.707,126.707,100074.99799999998
17.05.2021 09:30:24.000 GMT-0400,126.717,126.717,126.707,126.707,100534.99799999999
17.05.2021 09:30:25.000 GMT-0400,126.686,126.687,126.646,126.646,100534.998
17.05.2021 09:30:26.000 GMT-0400,126.677,126.677,126.637,126.656,260459.99479999993
17.05.2021 09:30:27.000 GMT-0400,126.657,126.676,126.637,126.647,139999.9972
17.05.2021 09:30:28.000 GMT-0400,126.657,126.687,126.646,126.687,100459.99799999999
17.05.2021 09:30:29.000 GMT-0400,126.677,126.677,126.596,126.617,100074.99799999998
17.05.2021 09:30:30.000 GMT-0400,126.597,126.606,126.567,126.577,140459.99719999998
17.05.2021 09:30:31.000 GMT-0400,126.577,126.577,126.556,126.556,100534.99799999999
17.05.2021 09:30:32.000 GMT-0400,126.566,126.597,126.566,126.567,120994.99759999999
17.05.2021 09:30:33.000 GMT-0400,126.587,126.597,126.576,126.577,180994.99639999995
17.05.2021 09:30:34.000 GMT-0400,126.607,126.607,126.566,126.566,219999.99559999994
17.05.2021 09:30:35.000 GMT-0400,126.576,126.607,126.576,126.586,100224.99799999999
17.05.2021 09:30:36.000 GMT-0400,126.596,126.596,126.546,126.556,180459.99639999997
17.05.2021 09:30:37.000 GMT-0400,126.546,126.567,126.546,126.557,120534.9976
17.05.2021 09:30:38.000 GMT-0400,126.567,126.567,126.526,126.537,160074.9968
17.05.2021 09:30:39.000 GMT-0400,126.536,126.536,126.447,126.447,180459.99639999997
17.05.2021 09:30:40.000 GMT-0400,126.436,126.467,126.416,126.456,159999.9968
17.05.2021 09:30:41.000 GMT-0400,126.477,126.516,126.477,126.496,180459.99639999997
17.05.2021 09:30:42.000 GMT-0400,126.546,126.596,126.546,126.586,99999.99799999999
17.05.2021 09:30:43.000 GMT-0400,126.597,126.627,126.587,126.617,160459.9968
17.05.2021 09:30:44.000 GMT-0400,126.617,126.637,126.606,126.637,60534.998799999994
17.05.2021 09:30:45.000 GMT-0400,126.637,126.676,126.636,126.676,200459.99599999998
