Local time,Open,High,Low,Close,Volume
03.06.2021 09:30:00.000 GMT-0400,124.646,124.646,124.596,124.597,120459.99759999999
03.06.2021 09:30:01.000 GMT-0400,124.616,124.616,124.556,124.597,99999.99799999999
03.06.2021 09:30:02.000 GMT-0400,124.557,124.617,124.557,124.567,209999.99579999995
03.06.2021 09:30:03.000 GMT-0400,124.556,124.577,124.527,124.577,220459.99559999997
03.06.2021 09:30:04.000 GMT-0400,124.597,124.657,124.577,124.656,299999.9939999999
03.06.2021 09:30:05.000 GMT-0400,124.626,124.647,124.576,124.586,199999.99599999996
03.06.2021 09:30:06.000 GMT-0400,124.587,124.617,124.566,124.617,139999.9972
03.06.2021 09:30:07.000 GMT-0400,124.626,124.657,124.606,124.656,239999.99519999992
03.06.2021 09:30:08.000 GMT-0400,124.666,124.766,124.666,124.766,140919.99719999998
03.06.2021 09:30:09.000 GMT-0400,124.766,124.806,124.717,124.806,99999.99799999999
03.06.2021 09:30:10.000 GMT-0400,124.807,124.807,124.807,124.807,39999.9992
03.06.2021 09:30:11.000 GMT-0400,124.807,124.827,124.806,124.807,119999.99759999999
03.06.2021 09:30:12.000 GMT-0400,124.806,124.807,124.716,124.717,259999.9947999999
03.06.2021 09:30:13.000 GMT-0400,124.726,124.796,124.716,124.796,200149.99599999996
03.06.2021 09:30:14.000 GMT-0400,124.796,124.827,124.796,124.797,140609.9972
03.06.2021 09:30:15.000 GMT-0400,124.787,124.787,124.746,124.757,160459.99679999996
03.06.2021 09:30:16.000 GMT-0400,124.747,124.747,124.677,124.696,180299.9964
03.06.2021 09:30:17.000 GMT-0400,124.706,124.706,124.667,124.667,120459.99759999999
03.06.2021 09:30:18.000 GMT-0400,124.677,124.717,124.677,124.717,40919.9992
03.06.2021 09:30:19.000 GMT-0400,124.727,124.737,124.587,124.596,220459.99559999997
03.06.2021 09:30:20.000 GMT-0400,124.597,124.647,124.596,124.647,220459.99559999997
03.06.2021 09:30:21.000 GMT-0400,124.646,124.686,124.646,124.677,159999.9968
03.06.2021 09:30:22.000 GMT-0400,124.677,124.687,124.676,124.677,80459.9984
03.06.2021 09:30:23.000 GMT-0400,124.677,124.677,124.647,124.656,140149.99719999998
03.06.2021 09:30:24.000 GMT-0400,124.656,124.656,124.566,124.617,160299.99679999996
03.06.2021 09:30:25.000 GMT-0400,124.597,124.597,124.556,124.576,139999.9972
03.06.2021 09:30:26.000 GMT-0400,124.577,124.577,124.527,124.536,100149.99799999999
03.06.2021 09:30:27.000 GMT-0400,124.556,124.597,124.516,124.516,180459.99639999997
03.06.2021 09:30:28.000 GMT-0400,124.516,124.537,124.507,124.527,140149.99719999998
03.06.2021 09:30:29.000 GMT-0400,124.527,124.527,124.496,124.516,120149.99759999999
03.06.2021 09:30:30.000 GMT-0400,124.547,124.606,124.526,124.606,259999.9947999999
03.06.2021 09:30:31.000 GMT-0400,124.657,124.807,124.657,124.807,160459.9968
03.06.2021 09:30:32.000 GMT-0400,124.807,124.807,124.746,124.757,100149.99799999999
03.06.2021 09:30:33.000 GMT-0400,124.727,124.737,124.727,124.737,39999.9992
03.06.2021 09:30:34.000 GMT-0400,124.746,124.747,124.706,124.716,159999.9968
03.06.2021 09:30:35.000 GMT-0400,124.716,124.716,124.666,124.677,140759.99719999998
03.06.2021 09:30:36.000 GMT-0400,124.656,124.656,124.636,124.636,59999.998799999994
03.06.2021 09:30:37.000 GMT-0400,124.636,124.686,124.636,124.686,120459.99759999999
03.06.2021 09:30:38.000 GMT-0400,124.686,124.686,124.616,124.626,160459.9968
03.06.2021 09:30:39.000 GMT-0400,124.636,124.636,124.606,124.606,80149.9984
03.06.2021 09:30:40.000 GMT-0400,124.627,124.686,124.627,124.686,179999.99639999997
03.06.2021 09:30:41.000 GMT-0400,124.687,124.697,124.686,124.687,99999.99799999999
03.06.2021 09:30:42.000 GMT-0400,124.666,124.666,124.626,124.637,80919.9984
03.06.2021 09:30:43.000 GMT-0400,124.646,124.686,124.627,124.627,199999.99599999996
03.06.2021 09:30:44.000 GMT-0400,124.637,124.657,124.636,124.636,140459.99719999998
03.06.2021 09:30:45.000 GMT-0400,124.627,124.636,124.606,124.636,100459.99799999999
03.06.2021 09:30:46.000 GMT-0400,124.647,124.706,124.647,124.706,119999.99759999999
03.06.2021 09:30:47.000 GMT-0400,124.717,124.717,124.686,124.686,140149.9972
03.06.2021 09:30:48.000 GMT-0400,124.677,124.727,124.677,124.717,220459.99559999997
03.06.2021 09:30:49.000 GMT-0400,124.717,124.727,124.707,124.726,119999.99759999999
03.06.2021 09:30:50.000 GMT-0400,124.727,124.727,124.696,124.696,180149.9964
03.06.2021 09:30:51.000 GMT-0400,124.686,124.687,124.666,124.677,160149.9968
03.06.2021 09:30:52.000 GMT-0400,124.687,124.687,124.676,124.686,139999.9972
03.06.2021 09:30:53.000 GMT-0400,124.687,124.726,124.687,124.707,159999.9968
03.06.2021 09:30:54.000 GMT-0400,124.706,124.747,124.706,124.717,160459.9968
03.06.2021 09:30:55.000 GMT-0400,124.727,124.727,124.597,124.607,200459.99599999998
