Local time,Open,High,Low,Close,Volume
10.05.2021 09:30:00.000 GMT-0400,129.414,129.543,129.414,129.534,247499.9949999999
10.05.2021 09:30:01.000 GMT-0400,129.563,129.563,129.454,129.454,214999.99559999994
10.05.2021 09:30:02.000 GMT-0400,129.484,129.553,129.464,129.553,299999.9939999999
10.05.2021 09:30:03.000 GMT-0400,129.543,129.593,129.513,129.593,247499.9949999999
10.05.2021 09:30:04.000 GMT-0400,129.583,129.583,129.503,129.514,134999.9972
10.05.2021 09:30:05.000 GMT-0400,129.494,129.494,129.434,129.434,207499.99579999995
10.05.2021 09:30:06.000 GMT-0400,129.454,129.454,129.393,129.393,154999.9968
10.05.2021 09:30:07.000 GMT-0400,129.383,129.383,129.343,129.344,187499.99619999997
10.05.2021 09:30:08.000 GMT-0400,129.343,129.364,129.343,129.364,107499.9978
10.05.2021 09:30:09.000 GMT-0400,129.334,129.354,129.333,129.334,174999.99639999997
10.05.2021 09:30:10.000 GMT-0400,129.323,129.323,129.253,129.263,142499.997
10.05.2021 09:30:11.000 GMT-0400,129.264,129.304,129.264,129.293,127499.99740000001
10.05.2021 09:30:12.000 GMT-0400,129.284,129.294,129.263,129.273,99999.99799999999
10.05.2021 09:30:13.000 GMT-0400,129.233,129.243,129.203,129.243,159999.9968
10.05.2021 09:30:14.000 GMT-0400,129.243,129.254,129.243,129.253,54999.9988
10.05.2021 09:30:15.000 GMT-0400,129.273,129.273,129.254,129.263,87499.9982
10.05.2021 09:30:16.000 GMT-0400,129.263,129.294,129.263,129.283,74999.9984
10.05.2021 09:30:17.000 GMT-0400,129.264,129.264,129.194,129.194,167499.99659999998
10.05.2021 09:30:18.000 GMT-0400,129.204,129.214,129.163,129.164,147499.997
10.05.2021 09:30:19.000 GMT-0400,129.154,129.214,129.154,129.214,162499.99659999998
10.05.2021 09:30:20.000 GMT-0400,129.203,129.203,129.163,129.163,174999.99639999997
10.05.2021 09:30:21.000 GMT-0400,129.144,129.183,129.144,129.174,162499.99659999998
10.05.2021 09:30:22.000 GMT-0400,129.164,129.164,129.143,129.144,87499.9982
10.05.2021 09:30:23.000 GMT-0400,129.134,129.163,129.134,129.154,147499.997
10.05.2021 09:30:24.000 GMT-0400,129.163,129.164,129.154,129.163,114999.9976
10.05.2021 09:30:25.000 GMT-0400,129.184,129.184,129.163,129.174,114999.9976
10.05.2021 09:30:26.000 GMT-0400,129.164,129.173,129.164,129.173,39999.9992
10.05.2021 09:30:27.000 GMT-0400,129.173,129.184,129.173,129.184,107499.9978
10.05.2021 09:30:28.000 GMT-0400,129.173,129.173,129.153,129.153,167499.99659999998
10.05.2021 09:30:29.000 GMT-0400,129.164,129.174,129.164,129.174,67499.9986
10.05.2021 09:30:30.000 GMT-0400,129.174,129.174,129.153,129.153,119999.99759999999
10.05.2021 09:30:31.000 GMT-0400,129.154,129.154,129.154,129.154,19999.9996
10.05.2021 09:30:32.000 GMT-0400,129.154,129.203,129.154,129.203,127499.99740000001
10.05.2021 09:30:33.000 GMT-0400,129.203,129.253,129.203,129.234,147499.997
10.05.2021 09:30:34.000 GMT-0400,129.224,129.263,129.224,129.263,67499.9986
10.05.2021 09:30:35.000 GMT-0400,129.264,129.264,129.244,129.244,79999.9984
10.05.2021 09:30:36.000 GMT-0400,129.233,129.233,129.213,129.213,99999.99799999999
10.05.2021 09:30:37.000 GMT-0400,129.203,129.204,129.174,129.193,87499.9982
10.05.2021 09:30:38.000 GMT-0400,129.204,129.204,129.193,129.193,47499.998999999996
10.05.2021 09:30:39.000 GMT-0400,129.204,129.204,129.203,129.203,59999.998799999994
10.05.2021 09:30:40.000 GMT-0400,129.213,129.214,129.213,129.214,39999.9992
10.05.2021 09:30:41.000 GMT-0400,129.203,129.223,129.203,129.203,107499.9978
10.05.2021 09:30:42.000 GMT-0400,129.204,129.233,129.204,129.233,39999.9992
10.05.2021 09:30:43.000 GMT-0400,129.233,129.234,129.213,129.213,119999.99759999999
10.05.2021 09:30:44.000 GMT-0400,129.224,129.234,129.224,129.234,59999.998799999994
10.05.2021 09:30:45.000 GMT-0400,129.233,129.234,129.213,129.213,159999.9968
10.05.2021 09:30:46.000 GMT-0400,129.234,129.254,129.234,129.243,187499.99619999997
10.05.2021 09:30:47.000 GMT-0400,129.233,129.233,129.233,129.233,39999.9992
10.05.2021 09:30:48.000 GMT-0400,129.234,129.234,129.204,129.223,74999.9984
10.05.2021 09:30:49.000 GMT-0400,129.224,129.273,129.224,129.273,147499.997
10.05.2021 09:30:50.000 GMT-0400,129.284,129.314,129.273,129.304,199999.99599999996
10.05.2021 09:30:51.000 GMT-0400,129.313,129.354,129.313,129.324,234999.99519999992
10.05.2021 09:30:52.000 GMT-0400,129.324,129.324,129.274,129.294,147499.997
10.05.2021 09:30:53.000 GMT-0400,129.303,129.303,129.273,129.274,87499.9982
10.05.2021 09:30:54.000 GMT-0400,129.273,129.274,129.264,129.273,119999.99759999999
10.05.2021 09:30:55.000 GMT-0400,129.273,129.274,129.253,129.273,139999.9972
