Local time,Open,High,Low,Close,Volume
04.06.2021 09:30:00.000 GMT-0400,124.073,124.074,124.053,124.064,167499.99659999998
04.06.2021 09:30:01.000 GMT-0400,124.063,124.064,124.024,124.043,207499.99579999995
04.06.2021 09:30:02.000 GMT-0400,124.063,124.164,124.054,124.084,127499.99740000001
04.06.2021 09:30:03.000 GMT-0400,124.073,124.094,124.073,124.094,94999.998
04.06.2021 09:30:04.000 GMT-0400,124.094,124.104,124.094,124.104,47499.999
04.06.2021 09:30:05.000 GMT-0400,124.104,124.113,124.093,124.103,134999.9972
04.06.2021 09:30:06.000 GMT-0400,124.094,124.113,124.094,124.104,87499.9982
04.06.2021 09:30:07.000 GMT-0400,124.104,124.104,124.083,124.083,142499.997
04.06.2021 09:30:08.000 GMT-0400,124.084,124.084,124.084,124.084,19999.9996
04.06.2021 09:30:09.000 GMT-0400,124.064,124.064,123.994,123.994,74999.9984
04.06.2021 09:30:10.000 GMT-0400,124.014,124.074,124.014,124.073,134999.9972
04.06.2021 09:30:11.000 GMT-0400,124.064,124.074,124.054,124.054,119999.99759999999
04.06.2021 09:30:12.000 GMT-0400,124.044,124.044,124.003,124.014,94999.99799999999
04.06.2021 09:30:13.000 GMT-0400,124.014,124.034,124.014,124.023,74999.9984
04.06.2021 09:30:14.000 GMT-0400,124.043,124.043,124.013,124.043,154999.9968
04.06.2021 09:30:15.000 GMT-0400,124.034,124.034,124.024,124.033,107499.9978
04.06.2021 09:30:16.000 GMT-0400,124.034,124.044,124.034,124.044,39999.9992
04.06.2021 09:30:17.000 GMT-0400,124.034,124.034,124.004,124.004,67499.9986
04.06.2021 09:30:18.000 GMT-0400,123.994,124.013,123.993,124.004,87499.9982
04.06.2021 09:30:19.000 GMT-0400,123.994,123.994,123.973,123.983,87499.9982
04.06.2021 09:30:20.000 GMT-0400,123.994,123.994,123.973,123.974,74999.9984
04.06.2021 09:30:21.000 GMT-0400,123.964,123.974,123.953,123.974,94999.998
04.06.2021 09:30:22.000 GMT-0400,123.975,124.003,123.975,123.994,127499.99740000001
04.06.2021 09:30:23.000 GMT-0400,123.983,124.024,123.983,123.994,107499.9978
04.06.2021 09:30:24.000 GMT-0400,123.994,124.004,123.983,123.983,127499.99739999998
04.06.2021 09:30:25.000 GMT-0400,123.983,123.994,123.964,123.964,127499.99740000001
04.06.2021 09:30:26.000 GMT-0400,123.954,123.963,123.943,123.943,87499.9982
04.06.2021 09:30:27.000 GMT-0400,123.943,123.954,123.943,123.954,27499.9994
04.06.2021 09:30:28.000 GMT-0400,123.953,123.954,123.943,123.944,119999.99759999999
04.06.2021 09:30:29.000 GMT-0400,123.943,123.953,123.943,123.953,99999.99799999999
04.06.2021 09:30:30.000 GMT-0400,123.943,123.944,123.893,123.903,114999.9976
04.06.2021 09:30:31.000 GMT-0400,123.923,123.934,123.923,123.933,99999.99799999999
04.06.2021 09:30:32.000 GMT-0400,123.894,123.894,123.874,123.884,87499.9982
04.06.2021 09:30:33.000 GMT-0400,123.884,123.894,123.873,123.894,127499.99740000001
04.06.2021 09:30:34.000 GMT-0400,123.883,123.893,123.863,123.884,107499.9978
04.06.2021 09:30:35.000 GMT-0400,123.894,123.904,123.883,123.894,159999.9968
04.06.2021 09:30:36.000 GMT-0400,123.883,123.904,123.883,123.893,94999.99799999999
