Local time,Open,High,Low,Close,Volume
13.05.2021 09:30:00.000 GMT-0400,124.643,124.684,124.623,124.684,219999.99559999994
13.05.2021 09:30:01.000 GMT-0400,124.683,124.813,124.683,124.794,259999.9947999999
13.05.2021 09:30:02.000 GMT-0400,124.794,124.794,124.673,124.683,167499.99659999998
13.05.2021 09:30:03.000 GMT-0400,124.673,124.723,124.653,124.723,187499.99619999997
13.05.2021 09:30:04.000 GMT-0400,124.694,124.743,124.673,124.673,219999.99559999994
13.05.2021 09:30:05.000 GMT-0400,124.664,124.664,124.573,124.573,227499.99539999993
13.05.2021 09:30:06.000 GMT-0400,124.553,124.554,124.513,124.544,159999.9968
13.05.2021 09:30:07.000 GMT-0400,124.534,124.564,124.533,124.533,187499.99619999997
13.05.2021 09:30:08.000 GMT-0400,124.533,124.554,124.513,124.513,154999.9968
13.05.2021 09:30:09.000 GMT-0400,124.514,124.533,124.483,124.483,134999.9972
13.05.2021 09:30:10.000 GMT-0400,124.463,124.504,124.444,124.504,134999.9972
13.05.2021 09:30:11.000 GMT-0400,124.494,124.494,124.453,124.454,189999.99599999996
13.05.2021 09:30:12.000 GMT-0400,124.473,124.553,124.473,124.553,159999.9968
13.05.2021 09:30:13.000 GMT-0400,124.553,124.593,124.553,124.593,107499.9978
13.05.2021 09:30:14.000 GMT-0400,124.593,124.593,124.554,124.564,142499.997
13.05.2021 09:30:15.000 GMT-0400,124.563,124.573,124.513,124.533,119999.99759999999
13.05.2021 09:30:16.000 GMT-0400,124.513,124.534,124.513,124.533,94999.998
13.05.2021 09:30:17.000 GMT-0400,124.514,124.524,124.483,124.483,187499.99619999997
13.05.2021 09:30:18.000 GMT-0400,124.474,124.504,124.474,124.493,82499.99819999999
13.05.2021 09:30:19.000 GMT-0400,124.504,124.523,124.474,124.523,127499.99740000001
13.05.2021 09:30:20.000 GMT-0400,124.533,124.584,124.533,124.564,167499.99659999998
13.05.2021 09:30:21.000 GMT-0400,124.543,124.584,124.543,124.583,102499.9978
13.05.2021 09:30:22.000 GMT-0400,124.574,124.604,124.574,124.604,174999.99639999997
13.05.2021 09:30:23.000 GMT-0400,124.584,124.584,124.573,124.583,82499.99819999999
13.05.2021 09:30:24.000 GMT-0400,124.574,124.583,124.534,124.534,87499.9982
13.05.2021 09:30:25.000 GMT-0400,124.524,124.524,124.524,124.524,19999.9996
13.05.2021 09:30:26.000 GMT-0400,124.504,124.504,124.483,124.483,47499.998999999996
13.05.2021 09:30:27.000 GMT-0400,124.464,124.464,124.463,124.464,139999.9972
13.05.2021 09:30:28.000 GMT-0400,124.463,124.474,124.443,124.474,159999.9968
13.05.2021 09:30:29.000 GMT-0400,124.494,124.514,124.494,124.503,99999.99799999999
13.05.2021 09:30:30.000 GMT-0400,124.514,124.514,124.483,124.494,139999.9972
13.05.2021 09:30:31.000 GMT-0400,124.484,124.504,124.474,124.483,199999.99599999996
13.05.2021 09:30:32.000 GMT-0400,124.474,124.524,124.474,124.513,207499.99579999995
13.05.2021 09:30:33.000 GMT-0400,124.533,124.574,124.533,124.574,174999.99639999997
13.05.2021 09:30:34.000 GMT-0400,124.584,124.593,124.564,124.564,99999.99799999999
13.05.2021 09:30:35.000 GMT-0400,124.534,124.534,124.503,124.524,219999.99559999994
13.05.2021 09:30:36.000 GMT-0400,124.523,124.583,124.523,124.583,199999.99599999996
13.05.2021 09:30:37.000 GMT-0400,124.593,124.604,124.573,124.604,207499.99579999995
13.05.2021 09:30:38.000 GMT-0400,124.604,124.604,124.573,124.574,234999.99519999992
13.05.2021 09:30:39.000 GMT-0400,124.574,124.593,124.573,124.583,207499.99579999995
13.05.2021 09:30:40.000 GMT-0400,124.584,124.603,124.574,124.583,187499.99619999997
13.05.2021 09:30:41.000 GMT-0400,124.584,124.594,124.573,124.573,127499.99740000001
13.05.2021 09:30:42.000 GMT-0400,124.574,124.593,124.573,124.574,99999.99799999999
13.05.2021 09:30:43.000 GMT-0400,124.534,124.544,124.523,124.523,147499.997
13.05.2021 09:30:44.000 GMT-0400,124.524,124.524,124.504,124.524,59999.998799999994
13.05.2021 09:30:45.000 GMT-0400,124.513,124.544,124.513,124.534,167499.99659999998
13.05.2021 09:30:46.000 GMT-0400,124.533,124.554,124.533,124.543,167499.99659999998
13.05.2021 09:30:47.000 GMT-0400,124.554,124.554,124.493,124.523,134999.9972
13.05.2021 09:30:48.000 GMT-0400,124.553,124.553,124.553,124.553,19999.9996
13.05.2021 09:30:49.000 GMT-0400,124.554,124.564,124.544,124.553,147499.997
13.05.2021 09:30:50.000 GMT-0400,124.563,124.594,124.563,124.594,99999.99799999999
13.05.2021 09:30:51.000 GMT-0400,124.553,124.584,124.553,124.583,139999.9972
13.05.2021 09:30:52.000 GMT-0400,124.593,124.604,124.573,124.594,194999.99599999996
13.05.2021 09:30:53.000 GMT-0400,124.603,124.604,124.593,124.604,87499.9982
13.05.2021 09:30:54.000 GMT-0400,124.633,124.724,124.633,124.724,147499.997
13.05.2021 09:30:55.000 GMT-0400,124.723,124.774,124.723,124.774,159999.9968
13.05.2021 09:30:56.000 GMT-0400,124.773,124.804,124.753,124.773,267499.9945999999
13.05.2021 09:30:57.000 GMT-0400,124.763,124.773,124.723,124.734,122499.9974
13.05.2021 09:30:58.000 GMT-0400,124.723,124.804,124.723,124.804,119999.99759999999
13.05.2021 09:30:59.000 GMT-0400,124.803,124.833,124.803,124.833,119999.99759999999
13.05.2021 09:31:00.000 GMT-0400,124.824,124.863,124.823,124.863,167499.99659999998
13.05.2021 09:31:01.000 GMT-0400,124.854,124.874,124.853,124.863,227499.99539999993
13.05.2021 09:31:02.000 GMT-0400,124.863,124.883,124.863,124.883,114999.9976
13.05.2021 09:31:03.000 GMT-0400,124.884,124.934,124.884,124.913,127499.99740000001
13.05.2021 09:31:04.000 GMT-0400,124.934,124.934,124.894,124.903,119999.99759999999
13.05.2021 09:31:05.000 GMT-0400,124.933,124.934,124.904,124.934,154999.9968
13.05.2021 09:31:06.000 GMT-0400,124.954,124.964,124.943,124.964,139999.9972
13.05.2021 09:31:07.000 GMT-0400,124.973,124.983,124.913,124.933,174999.99639999997
13.05.2021 09:31:08.000 GMT-0400,124.934,124.964,124.933,124.944,174999.99639999997
13.05.2021 09:31:09.000 GMT-0400,124.943,124.983,124.943,124.973,127499.99740000001
13.05.2021 09:31:10.000 GMT-0400,124.964,124.984,124.953,124.983,227499.99539999993
13.05.2021 09:31:11.000 GMT-0400,124.973,124.973,124.923,124.923,147499.997
13.05.2021 09:31:12.000 GMT-0400,124.924,124.944,124.913,124.923,134999.9972
13.05.2021 09:31:13.000 GMT-0400,124.914,124.923,124.913,124.913,134999.9972
13.05.2021 09:31:14.000 GMT-0400,124.913,124.913,124.873,124.874,82499.99819999999
13.05.2021 09:31:15.000 GMT-0400,124.894,124.933,124.894,124.933,154999.9968
13.05.2021 09:31:16.000 GMT-0400,124.903,124.914,124.893,124.893,119999.99759999999
13.05.2021 09:31:17.000 GMT-0400,124.913,124.913,124.864,124.864,147499.997
13.05.2021 09:31:18.000 GMT-0400,124.873,124.873,124.863,124.863,147499.997
13.05.2021 09:31:19.000 GMT-0400,124.853,124.884,124.853,124.883,187499.99619999997
13.05.2021 09:31:20.000 GMT-0400,124.883,124.884,124.873,124.873,147499.997
13.05.2021 09:31:21.000 GMT-0400,124.884,124.884,124.873,124.883,159999.9968
13.05.2021 09:31:22.000 GMT-0400,124.883,124.883,124.874,124.874,27499.9994
13.05.2021 09:31:23.000 GMT-0400,124.863,124.864,124.834,124.854,134999.9972
13.05.2021 09:31:24.000 GMT-0400,124.843,124.863,124.843,124.854,107499.9978
13.05.2021 09:31:25.000 GMT-0400,124.843,124.884,124.814,124.884,207499.99579999995
13.05.2021 09:31:26.000 GMT-0400,124.843,124.864,124.814,124.864,147499.997
13.05.2021 09:31:27.000 GMT-0400,124.864,124.864,124.773,124.794,219999.99559999994
13.05.2021 09:31:28.000 GMT-0400,124.804,124.804,124.794,124.794,59999.998799999994
13.05.2021 09:31:29.000 GMT-0400,124.783,124.793,124.773,124.773,67499.9986
13.05.2021 09:31:30.000 GMT-0400,124.774,124.774,124.704,124.713,139999.9972
13.05.2021 09:31:31.000 GMT-0400,124.724,124.733,124.723,124.724,79999.9984
13.05.2021 09:31:32.000 GMT-0400,124.713,124.754,124.713,124.754,199999.99599999996
13.05.2021 09:31:33.000 GMT-0400,124.743,124.783,124.743,124.764,127499.99740000001
13.05.2021 09:31:34.000 GMT-0400,124.763,124.793,124.763,124.793,99999.99799999999
13.05.2021 09:31:35.000 GMT-0400,124.794,124.804,124.774,124.794,199999.99599999996
13.05.2021 09:31:36.000 GMT-0400,124.794,124.804,124.783,124.793,87499.9982
13.05.2021 09:31:37.000 GMT-0400,124.784,124.813,124.773,124.813,167499.99659999998
13.05.2021 09:31:38.000 GMT-0400,124.814,124.844,124.814,124.843,194999.99599999996
13.05.2021 09:31:39.000 GMT-0400,124.844,124.844,124.813,124.824,99999.99799999999
13.05.2021 09:31:40.000 GMT-0400,124.824,124.854,124.813,124.813,94999.998
13.05.2021 09:31:41.000 GMT-0400,124.824,124.854,124.813,124.854,139999.9972
13.05.2021 09:31:42.000 GMT-0400,124.843,124.883,124.843,124.863,127499.99740000001
13.05.2021 09:31:43.000 GMT-0400,124.864,124.884,124.853,124.863,127499.99740000001
13.05.2021 09:31:44.000 GMT-0400,124.853,124.854,124.844,124.853,82499.99819999999
13.05.2021 09:31:45.000 GMT-0400,124.844,124.844,124.844,124.844,47499.999
13.05.2021 09:31:46.000 GMT-0400,124.844,124.884,124.844,124.884,154999.9968
13.05.2021 09:31:47.000 GMT-0400,124.863,124.874,124.854,124.854,94999.998
13.05.2021 09:31:48.000 GMT-0400,124.864,124.864,124.823,124.823,94999.99799999999
13.05.2021 09:31:49.000 GMT-0400,124.834,124.834,124.823,124.823,127499.99740000001
13.05.2021 09:31:50.000 GMT-0400,124.823,124.824,124.784,124.793,107499.9978
13.05.2021 09:31:51.000 GMT-0400,124.793,124.814,124.774,124.783,187499.99619999997
13.05.2021 09:31:52.000 GMT-0400,124.784,124.794,124.774,124.774,159999.9968
13.05.2021 09:31:53.000 GMT-0400,124.773,124.784,124.773,124.774,107499.9978
13.05.2021 09:31:54.000 GMT-0400,124.764,124.784,124.764,124.784,127499.99740000001
13.05.2021 09:31:55.000 GMT-0400,124.774,124.774,124.763,124.773,47499.999
13.05.2021 09:31:56.000 GMT-0400,124.774,124.784,124.753,124.764,147499.997
13.05.2021 09:31:57.000 GMT-0400,124.763,124.774,124.763,124.774,67499.9986
13.05.2021 09:31:58.000 GMT-0400,124.754,124.803,124.753,124.803,214999.99559999994
13.05.2021 09:31:59.000 GMT-0400,124.794,124.804,124.794,124.804,127499.99740000001
13.05.2021 09:32:00.000 GMT-0400,124.803,124.853,124.803,124.843,134999.99719999998
13.05.2021 09:32:01.000 GMT-0400,124.873,124.903,124.873,124.903,179999.99639999997
13.05.2021 09:32:02.000 GMT-0400,124.893,124.933,124.893,124.914,147499.997
13.05.2021 09:32:03.000 GMT-0400,124.954,124.954,124.924,124.943,147499.997
13.05.2021 09:32:04.000 GMT-0400,125.004,125.004,124.973,125.003,107499.9978
13.05.2021 09:32:05.000 GMT-0400,125.014,125.034,125.003,125.034,127499.99740000001
13.05.2021 09:32:06.000 GMT-0400,125.043,125.044,125.013,125.023,107499.9978
13.05.2021 09:32:07.000 GMT-0400,125.003,125.024,124.994,125.024,147499.997
13.05.2021 09:32:08.000 GMT-0400,125.024,125.034,125.003,125.003,119999.99759999999
13.05.2021 09:32:09.000 GMT-0400,125.004,125.004,124.984,125.003,74999.9984
13.05.2021 09:32:10.000 GMT-0400,125.004,125.004,125.003,125.003,39999.9992
13.05.2021 09:32:11.000 GMT-0400,125.004,125.004,124.993,124.993,107499.9978
13.05.2021 09:32:12.000 GMT-0400,125.003,125.034,125.003,125.034,87499.9982
13.05.2021 09:32:13.000 GMT-0400,125.033,125.094,125.033,125.084,179999.99639999997
13.05.2021 09:32:14.000 GMT-0400,125.093,125.093,125.073,125.073,154999.9968
13.05.2021 09:32:15.000 GMT-0400,125.074,125.083,125.063,125.063,179999.99639999997
13.05.2021 09:32:16.000 GMT-0400,125.074,125.074,125.064,125.064,127499.99740000001
13.05.2021 09:32:17.000 GMT-0400,125.054,125.084,125.043,125.084,154999.9968
13.05.2021 09:32:18.000 GMT-0400,125.074,125.074,125.063,125.063,47499.998999999996
13.05.2021 09:32:19.000 GMT-0400,125.054,125.084,125.054,125.073,127499.99740000001
13.05.2021 09:32:20.000 GMT-0400,125.063,125.074,125.053,125.073,114999.99759999999
13.05.2021 09:32:21.000 GMT-0400,125.074,125.084,125.074,125.074,127499.99740000001
13.05.2021 09:32:22.000 GMT-0400,125.073,125.083,125.063,125.063,74999.9984
13.05.2021 09:32:23.000 GMT-0400,125.064,125.074,125.063,125.063,107499.9978
13.05.2021 09:32:24.000 GMT-0400,125.054,125.134,125.053,125.133,207499.99579999995
13.05.2021 09:32:25.000 GMT-0400,125.114,125.114,125.064,125.074,87499.9982
13.05.2021 09:32:26.000 GMT-0400,125.053,125.073,125.053,125.073,79999.9984
13.05.2021 09:32:27.000 GMT-0400,125.073,125.093,125.043,125.084,159999.9968
13.05.2021 09:32:28.000 GMT-0400,125.094,125.123,125.094,125.103,199999.99599999996
13.05.2021 09:32:29.000 GMT-0400,125.104,125.104,125.083,125.104,139999.9972
13.05.2021 09:32:30.000 GMT-0400,125.104,125.114,125.094,125.103,147499.997
13.05.2021 09:32:31.000 GMT-0400,125.103,125.123,125.103,125.123,119999.99759999999
13.05.2021 09:32:32.000 GMT-0400,125.113,125.113,125.104,125.104,27499.9994
13.05.2021 09:32:33.000 GMT-0400,125.094,125.114,125.083,125.094,122499.9974
13.05.2021 09:32:34.000 GMT-0400,125.114,125.134,125.113,125.124,134999.9972
13.05.2021 09:32:35.000 GMT-0400,125.114,125.124,125.103,125.113,134999.9972
13.05.2021 09:32:36.000 GMT-0400,125.095,125.123,125.063,125.074,167499.99659999998
13.05.2021 09:32:37.000 GMT-0400,125.064,125.114,125.064,125.114,134999.9972
13.05.2021 09:32:38.000 GMT-0400,125.124,125.124,125.084,125.114,127499.99740000001
13.05.2021 09:32:39.000 GMT-0400,125.104,125.113,125.103,125.113,159999.9968
13.05.2021 09:32:40.000 GMT-0400,125.103,125.104,125.103,125.103,54999.9988
13.05.2021 09:32:41.000 GMT-0400,125.114,125.124,125.113,125.113,47499.998999999996
