Local time,Open,High,Low,Close,Volume
14.05.2021 09:30:00.000 GMT-0400,126.276,126.277,126.196,126.277,279999.9943999999
14.05.2021 09:30:01.000 GMT-0400,126.297,126.367,126.296,126.357,219999.99559999994
14.05.2021 09:30:02.000 GMT-0400,126.356,126.367,126.336,126.336,259999.9947999999
14.05.2021 09:30:03.000 GMT-0400,126.366,126.366,126.326,126.327,140074.99719999998
14.05.2021 09:30:04.000 GMT-0400,126.346,126.347,126.286,126.286,160074.9968
14.05.2021 09:30:05.000 GMT-0400,126.306,126.306,126.276,126.287,160074.9968
14.05.2021 09:30:06.000 GMT-0400,126.297,126.307,126.296,126.296,140459.99719999998
14.05.2021 09:30:07.000 GMT-0400,126.297,126.327,126.296,126.317,239999.99519999992
14.05.2021 09:30:08.000 GMT-0400,126.326,126.357,126.326,126.347,200459.99599999998
14.05.2021 09:30:09.000 GMT-0400,126.357,126.376,126.357,126.376,20459.999599999996
14.05.2021 09:30:10.000 GMT-0400,126.386,126.396,126.337,126.337,140459.99719999998
14.05.2021 09:30:11.000 GMT-0400,126.356,126.356,126.307,126.307,140459.99719999998
14.05.2021 09:30:12.000 GMT-0400,126.307,126.346,126.307,126.327,240459.99519999995
14.05.2021 09:30:13.000 GMT-0400,126.326,126.357,126.296,126.317,160609.9968
14.05.2021 09:30:14.000 GMT-0400,126.327,126.337,126.317,126.317,179999.99639999997
14.05.2021 09:30:15.000 GMT-0400,126.317,126.357,126.317,126.357,220149.99559999994
14.05.2021 09:30:16.000 GMT-0400,126.366,126.377,126.357,126.377,120074.99759999999
14.05.2021 09:30:17.000 GMT-0400,126.377,126.377,126.326,126.336,120149.99759999999
14.05.2021 09:30:18.000 GMT-0400,126.357,126.377,126.357,126.367,40149.99919999999
14.05.2021 09:30:19.000 GMT-0400,126.377,126.406,126.376,126.397,120459.99759999999
14.05.2021 09:30:20.000 GMT-0400,126.397,126.417,126.397,126.406,100459.99799999999
14.05.2021 09:30:21.000 GMT-0400,126.417,126.447,126.406,126.447,60609.998799999994
14.05.2021 09:30:22.000 GMT-0400,126.447,126.467,126.446,126.467,140074.99719999998
14.05.2021 09:30:23.000 GMT-0400,126.467,126.467,126.436,126.456,159999.9968
14.05.2021 09:30:24.000 GMT-0400,126.466,126.466,126.436,126.447,160459.9968
14.05.2021 09:30:25.000 GMT-0400,126.456,126.467,126.447,126.457,80459.9984
14.05.2021 09:30:26.000 GMT-0400,126.477,126.477,126.467,126.476,59999.998799999994
14.05.2021 09:30:27.000 GMT-0400,126.487,126.506,126.486,126.497,120074.99759999999
14.05.2021 09:30:28.000 GMT-0400,126.496,126.506,126.496,126.506,100459.99799999999
14.05.2021 09:30:29.000 GMT-0400,126.497,126.516,126.496,126.496,180609.99639999997
14.05.2021 09:30:30.000 GMT-0400,126.526,126.547,126.526,126.547,60459.9988
14.05.2021 09:30:31.000 GMT-0400,126.547,126.547,126.526,126.527,60074.998799999994
14.05.2021 09:30:32.000 GMT-0400,126.516,126.526,126.516,126.516,99999.99799999999
14.05.2021 09:30:33.000 GMT-0400,126.537,126.546,126.527,126.536,200994.99599999998
