Local time,Open,High,Low,Close,Volume
18.05.2021 09:30:00.000 GMT-0400,126.477,126.536,126.366,126.366,140149.99719999998
18.05.2021 09:30:01.000 GMT-0400,126.437,126.437,126.356,126.416,160074.9968
18.05.2021 09:30:02.000 GMT-0400,126.367,126.386,126.346,126.346,120074.9976
18.05.2021 09:30:03.000 GMT-0400,126.346,126.396,126.346,126.396,120534.99759999999
18.05.2021 09:30:04.000 GMT-0400,126.406,126.437,126.406,126.427,80149.9984
18.05.2021 09:30:05.000 GMT-0400,126.427,126.446,126.396,126.397,140074.99719999998
18.05.2021 09:30:06.000 GMT-0400,126.407,126.467,126.386,126.386,260074.9947999999
18.05.2021 09:30:07.000 GMT-0400,126.426,126.427,126.426,126.427,79999.9984
18.05.2021 09:30:08.000 GMT-0400,126.446,126.446,126.426,126.426,39999.9992
18.05.2021 09:30:09.000 GMT-0400,126.427,126.437,126.386,126.387,160459.9968
18.05.2021 09:30:10.000 GMT-0400,126.387,126.387,126.386,126.387,139999.9972
18.05.2021 09:30:11.000 GMT-0400,126.436,126.467,126.436,126.457,80074.99839999998
18.05.2021 09:30:12.000 GMT-0400,126.437,126.477,126.426,126.456,240459.99519999995
18.05.2021 09:30:13.000 GMT-0400,126.457,126.476,126.446,126.447,160534.9968
18.05.2021 09:30:14.000 GMT-0400,126.446,126.446,126.396,126.396,59999.998799999994
18.05.2021 09:30:15.000 GMT-0400,126.426,126.426,126.396,126.396,140459.99719999998
18.05.2021 09:30:16.000 GMT-0400,126.396,126.406,126.367,126.396,120074.9976
18.05.2021 09:30:17.000 GMT-0400,126.367,126.397,126.346,126.367,139999.9972
18.05.2021 09:30:18.000 GMT-0400,126.346,126.397,126.346,126.386,140919.99719999998
18.05.2021 09:30:19.000 GMT-0400,126.387,126.447,126.387,126.446,119999.99759999999
18.05.2021 09:30:20.000 GMT-0400,126.456,126.486,126.456,126.476,119999.99759999999
18.05.2021 09:30:21.000 GMT-0400,126.477,126.487,126.477,126.487,39999.9992
18.05.2021 09:30:24.000 GMT-0400,126.457,126.496,126.456,126.496,200459.99599999998
18.05.2021 09:30:25.000 GMT-0400,126.487,126.507,126.466,126.466,119999.99759999999
18.05.2021 09:30:26.000 GMT-0400,126.466,126.467,126.466,126.467,59999.998799999994
18.05.2021 09:30:27.000 GMT-0400,126.466,126.466,126.447,126.447,60074.998799999994
18.05.2021 09:30:28.000 GMT-0400,126.437,126.476,126.427,126.476,139999.9972
18.05.2021 09:30:29.000 GMT-0400,126.467,126.497,126.467,126.496,160149.99679999996
18.05.2021 09:30:30.000 GMT-0400,126.506,126.506,126.486,126.496,179999.99639999997
18.05.2021 09:30:31.000 GMT-0400,126.507,126.586,126.507,126.576,140534.9972
18.05.2021 09:30:32.000 GMT-0400,126.606,126.627,126.606,126.617,139999.9972
18.05.2021 09:30:33.000 GMT-0400,126.616,126.617,126.597,126.606,60074.998799999994
18.05.2021 09:30:34.000 GMT-0400,126.617,126.617,126.607,126.616,60609.99879999999
18.05.2021 09:30:35.000 GMT-0400,126.617,126.617,126.566,126.566,99999.99799999999
18.05.2021 09:30:36.000 GMT-0400,126.566,126.566,126.516,126.526,160149.99679999996
18.05.2021 09:30:37.000 GMT-0400,126.517,126.527,126.497,126.497,139999.9972
18.05.2021 09:30:38.000 GMT-0400,126.497,126.497,126.416,126.437,199999.99599999996
18.05.2021 09:30:39.000 GMT-0400,126.427,126.487,126.427,126.477,139999.9972
18.05.2021 09:30:40.000 GMT-0400,126.476,126.476,126.426,126.427,239999.99519999992
18.05.2021 09:30:41.000 GMT-0400,126.426,126.426,126.356,126.356,120074.99759999999
18.05.2021 09:30:42.000 GMT-0400,126.347,126.347,126.326,126.336,180459.99639999997
18.05.2021 09:30:43.000 GMT-0400,126.336,126.417,126.336,126.416,219999.99559999994
18.05.2021 09:30:44.000 GMT-0400,126.407,126.407,126.386,126.396,99999.99799999999
18.05.2021 09:30:45.000 GMT-0400,126.406,126.407,126.346,126.356,80459.9984
18.05.2021 09:30:46.000 GMT-0400,126.337,126.337,126.296,126.336,159999.9968
18.05.2021 09:30:47.000 GMT-0400,126.347,126.347,126.307,126.326,119999.99759999999
18.05.2021 09:30:48.000 GMT-0400,126.326,126.326,126.296,126.317,60919.9988
18.05.2021 09:30:49.000 GMT-0400,126.337,126.357,126.326,126.357,79999.9984
18.05.2021 09:30:50.000 GMT-0400,126.356,126.356,126.336,126.336,60459.9988
18.05.2021 09:30:51.000 GMT-0400,126.327,126.347,126.327,126.337,120149.99759999999
18.05.2021 09:30:52.000 GMT-0400,126.326,126.377,126.326,126.377,120459.99759999999
18.05.2021 09:30:53.000 GMT-0400,126.387,126.387,126.347,126.376,119999.99759999999
18.05.2021 09:30:54.000 GMT-0400,126.376,126.426,126.376,126.426,160459.9968
18.05.2021 09:30:55.000 GMT-0400,126.437,126.437,126.357,126.367,160074.9968
18.05.2021 09:30:56.000 GMT-0400,126.407,126.426,126.366,126.426,180074.99639999997
18.05.2021 09:30:57.000 GMT-0400,126.427,126.427,126.377,126.387,141379.99719999998
18.05.2021 09:30:58.000 GMT-0400,126.426,126.447,126.417,126.427,199999.99599999996
18.05.2021 09:30:59.000 GMT-0400,126.447,126.456,126.386,126.386,159999.9968
18.05.2021 09:31:00.000 GMT-0400,126.406,126.426,126.347,126.347,140074.99719999998
18.05.2021 09:31:01.000 GMT-0400,126.357,126.357,126.337,126.356,160074.9968
18.05.2021 09:31:02.000 GMT-0400,126.367,126.367,126.336,126.346,119999.99759999999
18.05.2021 09:31:03.000 GMT-0400,126.357,126.386,126.347,126.356,179999.99639999997
18.05.2021 09:31:04.000 GMT-0400,126.357,126.357,126.327,126.327,99999.99799999999
18.05.2021 09:31:05.000 GMT-0400,126.317,126.347,126.317,126.346,99999.99799999999
18.05.2021 09:31:06.000 GMT-0400,126.326,126.326,126.306,126.306,179999.99639999997
18.05.2021 09:31:07.000 GMT-0400,126.317,126.317,126.287,126.296,140074.99719999998
18.05.2021 09:31:08.000 GMT-0400,126.307,126.337,126.296,126.337,120074.9976
18.05.2021 09:31:09.000 GMT-0400,126.347,126.387,126.347,126.387,100074.99799999999
18.05.2021 09:31:10.000 GMT-0400,126.397,126.447,126.397,126.447,159999.9968
18.05.2021 09:31:11.000 GMT-0400,126.467,126.517,126.467,126.496,179999.99639999997
18.05.2021 09:31:12.000 GMT-0400,126.497,126.507,126.467,126.467,119999.99759999999
18.05.2021 09:31:13.000 GMT-0400,126.467,126.467,126.436,126.436,239999.99519999992
18.05.2021 09:31:14.000 GMT-0400,126.426,126.427,126.426,126.427,39999.9992
18.05.2021 09:31:15.000 GMT-0400,126.436,126.436,126.397,126.406,60074.998799999994
18.05.2021 09:31:16.000 GMT-0400,126.417,126.447,126.417,126.437,80459.9984
18.05.2021 09:31:17.000 GMT-0400,126.447,126.457,126.447,126.457,100074.99799999998
18.05.2021 09:31:18.000 GMT-0400,126.457,126.467,126.436,126.467,80149.9984
18.05.2021 09:31:19.000 GMT-0400,126.446,126.446,126.436,126.436,119999.99759999999
