Local time,Open,High,Low,Close,Volume
25.05.2021 09:30:00.000 GMT-0400,127.796,127.797,127.706,127.706,259999.9947999999
25.05.2021 09:30:01.000 GMT-0400,127.716,127.716,127.656,127.657,120459.99759999999
25.05.2021 09:30:02.000 GMT-0400,127.667,127.677,127.657,127.666,120149.9976
25.05.2021 09:30:03.000 GMT-0400,127.686,127.707,127.646,127.646,200534.99599999996
25.05.2021 09:30:04.000 GMT-0400,127.647,127.667,127.646,127.666,139999.9972
25.05.2021 09:30:05.000 GMT-0400,127.666,127.666,127.626,127.626,119999.99759999999
25.05.2021 09:30:06.000 GMT-0400,127.646,127.697,127.646,127.697,119999.99759999999
25.05.2021 09:30:07.000 GMT-0400,127.706,127.707,127.687,127.687,100459.99799999999
25.05.2021 09:30:08.000 GMT-0400,127.687,127.687,127.677,127.677,20459.999599999996
25.05.2021 09:30:09.000 GMT-0400,127.707,127.707,127.677,127.677,20074.999599999996
25.05.2021 09:30:10.000 GMT-0400,127.686,127.686,127.676,127.677,79999.9984
25.05.2021 09:30:11.000 GMT-0400,127.676,127.762,127.676,127.677,120074.9976
25.05.2021 09:30:12.000 GMT-0400,127.777,127.777,127.677,127.677,59999.998799999994
25.05.2021 09:30:13.000 GMT-0400,127.677,127.786,127.677,127.686,120074.99759999999
25.05.2021 09:30:14.000 GMT-0400,127.686,127.777,127.686,127.696,60459.9988
25.05.2021 09:30:15.000 GMT-0400,127.687,127.765,127.686,127.696,160994.99680000002
25.05.2021 09:30:16.000 GMT-0400,127.797,127.797,127.696,127.706,80609.9984
25.05.2021 09:30:17.000 GMT-0400,127.707,127.777,127.706,127.767,80074.99839999998
25.05.2021 09:30:19.000 GMT-0400,127.767,127.767,127.696,127.697,139999.9972
25.05.2021 09:30:20.000 GMT-0400,127.747,127.766,127.697,127.697,60534.99879999999
25.05.2021 09:30:21.000 GMT-0400,127.696,127.737,127.696,127.737,180459.99639999997
25.05.2021 09:30:22.000 GMT-0400,127.727,127.757,127.726,127.757,120994.99759999999
25.05.2021 09:30:23.000 GMT-0400,127.756,127.756,127.726,127.727,140459.99719999998
25.05.2021 09:30:24.000 GMT-0400,127.746,127.756,127.746,127.756,39999.9992
25.05.2021 09:30:25.000 GMT-0400,127.736,127.736,127.696,127.696,199999.99599999996
25.05.2021 09:30:26.000 GMT-0400,127.706,127.707,127.667,127.667,140074.99719999998
25.05.2021 09:30:27.000 GMT-0400,127.686,127.686,127.676,127.676,79999.9984
25.05.2021 09:30:28.000 GMT-0400,127.666,127.706,127.666,127.697,99999.99799999999
