Local time,Open,High,Low,Close,Volume
12.05.2021 09:30:00.000 GMT-0400,123.513,123.513,123.433,123.474,159999.9968
12.05.2021 09:30:01.000 GMT-0400,123.503,123.563,123.383,123.383,239999.99519999992
12.05.2021 09:30:02.000 GMT-0400,123.433,123.644,123.433,123.574,247499.9949999999
12.05.2021 09:30:03.000 GMT-0400,123.574,123.684,123.574,123.683,194999.99599999996
12.05.2021 09:30:04.000 GMT-0400,123.714,123.874,123.714,123.823,267499.9945999999
12.05.2021 09:30:05.000 GMT-0400,123.844,123.874,123.813,123.843,207499.99579999995
12.05.2021 09:30:06.000 GMT-0400,123.874,123.963,123.843,123.843,259999.9947999999
12.05.2021 09:30:07.000 GMT-0400,123.833,123.954,123.833,123.953,194999.99599999996
12.05.2021 09:30:08.000 GMT-0400,123.964,124.004,123.914,124.003,214999.99559999994
12.05.2021 09:30:09.000 GMT-0400,123.984,124.004,123.953,123.953,194999.99599999996
12.05.2021 09:30:10.000 GMT-0400,123.974,123.974,123.934,123.944,167499.99659999998
12.05.2021 09:30:11.000 GMT-0400,123.933,123.943,123.793,123.813,207499.99579999995
12.05.2021 09:30:12.000 GMT-0400,123.753,123.914,123.753,123.864,134999.9972
12.05.2021 09:30:13.000 GMT-0400,123.913,123.913,123.823,123.913,174999.99639999997
12.05.2021 09:30:14.000 GMT-0400,123.883,123.944,123.883,123.944,154999.9968
12.05.2021 09:30:15.000 GMT-0400,123.894,124.004,123.894,124.004,247499.9949999999
12.05.2021 09:30:16.000 GMT-0400,123.984,124.004,123.984,123.994,139999.9972
12.05.2021 09:30:17.000 GMT-0400,124.003,124.004,124.003,124.004,99999.99799999999
12.05.2021 09:30:18.000 GMT-0400,124.004,124.023,124.004,124.023,127499.99740000001
12.05.2021 09:30:19.000 GMT-0400,123.994,124.024,123.953,123.953,134999.9972
12.05.2021 09:30:20.000 GMT-0400,123.924,123.924,123.804,123.873,194999.99599999996
12.05.2021 09:30:21.000 GMT-0400,123.904,123.914,123.894,123.914,154999.9968
12.05.2021 09:30:22.000 GMT-0400,123.864,123.903,123.844,123.874,107499.9978
12.05.2021 09:30:23.000 GMT-0400,123.874,123.874,123.833,123.843,159999.9968
12.05.2021 09:30:24.000 GMT-0400,123.834,123.854,123.784,123.794,187499.99619999997
12.05.2021 09:30:25.000 GMT-0400,123.813,123.884,123.813,123.884,119999.99759999999
12.05.2021 09:30:26.000 GMT-0400,123.873,123.924,123.873,123.924,194999.99599999996
12.05.2021 09:30:27.000 GMT-0400,123.913,123.953,123.903,123.953,159999.9968
12.05.2021 09:30:28.000 GMT-0400,123.943,123.943,123.903,123.904,179999.99639999997
12.05.2021 09:30:29.000 GMT-0400,123.903,123.943,123.894,123.894,147499.997
12.05.2021 09:30:30.000 GMT-0400,123.893,123.954,123.893,123.954,147499.997
12.05.2021 09:30:31.000 GMT-0400,123.913,123.944,123.913,123.923,147499.997
12.05.2021 09:30:32.000 GMT-0400,123.914,123.944,123.873,123.884,194999.99599999996
12.05.2021 09:30:33.000 GMT-0400,123.864,123.964,123.863,123.934,147499.997
12.05.2021 09:30:34.000 GMT-0400,123.964,124.003,123.853,123.853,194999.99599999996
12.05.2021 09:30:35.000 GMT-0400,123.863,123.863,123.734,123.734,219999.99559999994
12.05.2021 09:30:36.000 GMT-0400,123.723,123.724,123.653,123.724,219999.99559999994
12.05.2021 09:30:37.000 GMT-0400,123.703,123.714,123.654,123.654,154999.9968
12.05.2021 09:30:38.000 GMT-0400,123.643,123.764,123.643,123.764,159999.9968
12.05.2021 09:30:39.000 GMT-0400,123.753,123.754,123.693,123.693,187499.99619999997
12.05.2021 09:30:40.000 GMT-0400,123.684,123.714,123.654,123.714,239999.99519999992
12.05.2021 09:30:41.000 GMT-0400,123.723,123.723,123.693,123.723,139999.9972
12.05.2021 09:30:42.000 GMT-0400,123.733,123.733,123.713,123.713,87499.9982
12.05.2021 09:30:43.000 GMT-0400,123.724,123.774,123.723,123.753,154999.9968
12.05.2021 09:30:44.000 GMT-0400,123.754,123.754,123.753,123.754,59999.998799999994
12.05.2021 09:30:45.000 GMT-0400,123.734,123.734,123.693,123.693,122499.9974
12.05.2021 09:30:46.000 GMT-0400,123.694,123.714,123.674,123.674,107499.9978
12.05.2021 09:30:47.000 GMT-0400,123.663,123.704,123.614,123.693,239999.99519999992
12.05.2021 09:30:48.000 GMT-0400,123.683,123.683,123.633,123.633,119999.99759999999
12.05.2021 09:30:49.000 GMT-0400,123.634,123.703,123.634,123.693,167499.99659999998
12.05.2021 09:30:50.000 GMT-0400,123.694,123.694,123.684,123.693,79999.9984
12.05.2021 09:30:51.000 GMT-0400,123.734,123.803,123.734,123.803,159999.9968
12.05.2021 09:30:52.000 GMT-0400,123.793,123.813,123.793,123.804,67499.9986
12.05.2021 09:30:53.000 GMT-0400,123.793,123.804,123.783,123.804,127499.99740000001
12.05.2021 09:30:54.000 GMT-0400,123.824,123.884,123.824,123.883,259999.9947999999
12.05.2021 09:30:55.000 GMT-0400,123.873,123.913,123.864,123.903,247499.9949999999
12.05.2021 09:30:56.000 GMT-0400,123.924,123.924,123.863,123.863,159999.9968
12.05.2021 09:30:57.000 GMT-0400,123.854,123.883,123.844,123.854,179999.99639999997
12.05.2021 09:30:58.000 GMT-0400,123.883,123.904,123.864,123.903,207499.99579999995
12.05.2021 09:30:59.000 GMT-0400,123.883,123.924,123.873,123.923,207499.99579999995
12.05.2021 09:31:00.000 GMT-0400,123.924,123.974,123.884,123.974,227499.99539999993
12.05.2021 09:31:01.000 GMT-0400,123.973,124.004,123.973,124.003,159999.9968
12.05.2021 09:31:02.000 GMT-0400,124.003,124.044,124.003,124.043,199999.99599999996
12.05.2021 09:31:03.000 GMT-0400,124.053,124.083,124.033,124.053,207499.99579999995
12.05.2021 09:31:04.000 GMT-0400,124.073,124.114,124.063,124.114,259999.9947999999
12.05.2021 09:31:05.000 GMT-0400,124.104,124.193,124.104,124.164,279999.9943999999
12.05.2021 09:31:06.000 GMT-0400,124.183,124.204,124.173,124.184,207499.99579999995
12.05.2021 09:31:07.000 GMT-0400,124.193,124.203,124.113,124.173,247499.9949999999
12.05.2021 09:31:08.000 GMT-0400,124.174,124.174,124.103,124.104,187499.99619999997
