Local time,Open,High,Low,Close,Volume
20.05.2021 09:30:00.000 GMT-0400,125.234,125.544,125.234,125.544,199999.99599999996
20.05.2021 09:30:01.000 GMT-0400,125.453,125.483,125.403,125.404,254999.9947999999
20.05.2021 09:30:02.000 GMT-0400,125.363,125.404,125.363,125.393,294999.9939999999
20.05.2021 09:30:03.000 GMT-0400,125.393,125.404,125.383,125.383,99999.99799999999
20.05.2021 09:30:04.000 GMT-0400,125.353,125.353,125.293,125.293,107499.9978
20.05.2021 09:30:05.000 GMT-0400,125.273,125.283,125.233,125.244,147499.997
20.05.2021 09:30:06.000 GMT-0400,125.244,125.244,125.233,125.233,54999.9988
20.05.2021 09:30:08.000 GMT-0400,125.214,125.223,125.214,125.223,27499.9994
20.05.2021 09:30:09.000 GMT-0400,125.214,125.214,125.194,125.194,79999.9984
20.05.2021 09:30:10.000 GMT-0400,125.183,125.224,125.173,125.173,179999.99639999997
20.05.2021 09:30:11.000 GMT-0400,125.163,125.173,125.134,125.163,127499.99740000001
20.05.2021 09:30:12.000 GMT-0400,125.143,125.173,125.143,125.173,107499.9978
20.05.2021 09:30:13.000 GMT-0400,125.164,125.174,125.153,125.154,74999.9984
20.05.2021 09:30:14.000 GMT-0400,125.154,125.173,125.143,125.153,114999.9976
20.05.2021 09:30:15.000 GMT-0400,125.153,125.203,125.153,125.153,137499.99699999997
20.05.2021 09:30:16.000 GMT-0400,125.173,125.173,125.143,125.153,107499.9978
20.05.2021 09:30:17.000 GMT-0400,125.154,125.194,125.154,125.184,179999.99639999997
20.05.2021 09:30:18.000 GMT-0400,125.184,125.184,125.174,125.183,59999.998799999994
20.05.2021 09:30:19.000 GMT-0400,125.183,125.233,125.183,125.203,107499.9978
20.05.2021 09:30:20.000 GMT-0400,125.214,125.293,125.214,125.293,107499.9978
20.05.2021 09:30:21.000 GMT-0400,125.284,125.284,125.254,125.264,179999.99639999997
20.05.2021 09:30:22.000 GMT-0400,125.253,125.253,125.243,125.253,79999.9984
20.05.2021 09:30:23.000 GMT-0400,125.244,125.254,125.244,125.254,34999.9992
20.05.2021 09:30:24.000 GMT-0400,125.244,125.313,125.243,125.304,167499.99659999998
20.05.2021 09:30:25.000 GMT-0400,125.303,125.304,125.264,125.283,167499.99659999998
20.05.2021 09:30:26.000 GMT-0400,125.254,125.284,125.244,125.273,187499.99619999997
20.05.2021 09:30:27.000 GMT-0400,125.273,125.293,125.254,125.264,139999.9972
20.05.2021 09:30:28.000 GMT-0400,125.264,125.284,125.263,125.264,187499.99619999997
20.05.2021 09:30:29.000 GMT-0400,125.264,125.303,125.263,125.283,147499.997
20.05.2021 09:30:30.000 GMT-0400,125.293,125.304,125.273,125.304,187499.99619999997
20.05.2021 09:30:31.000 GMT-0400,125.303,125.313,125.303,125.303,94999.99799999999
20.05.2021 09:30:32.000 GMT-0400,125.303,125.314,125.263,125.263,187499.99619999997
20.05.2021 09:30:33.000 GMT-0400,125.274,125.313,125.274,125.313,219999.99559999994
20.05.2021 09:30:34.000 GMT-0400,125.304,125.304,125.293,125.293,87499.9982
