time,open,high,low,close,Shapes,Shapes,Volume,Volume MA
2021-06-09T13:36:11Z,127.3,127.3,127.3,127.3,0,0,100,247.4
2021-06-09T13:36:12Z,127.32,127.32,127.32,127.32,0,0,100,242.4
2021-06-09T13:36:14Z,127.31,127.31,127.3,127.3,0,1,400,257.4
2021-06-09T13:36:15Z,127.3,127.3,127.29,127.29,0,0,200,257.4
2021-06-09T13:36:16Z,127.28,127.29,127.28,127.29,0,0,200,262.4
2021-06-09T13:36:17Z,127.27,127.27,127.26,127.26,0,0,200,252.4
2021-06-09T13:36:18Z,127.26,127.26,127.26,127.26,0,0,100,250.5
2021-06-09T13:36:19Z,127.21,127.21,127.21,127.21,0,0,200,250.5
2021-06-09T13:36:20Z,127.24,127.24,127.24,127.24,1,0,200,240.5
2021-06-09T13:36:21Z,127.23,127.23,127.22,127.22,0,1,200,230.5
2021-06-09T13:36:22Z,127.18,127.18,127.17,127.17,0,0,400,240.5
2021-06-09T13:36:23Z,127.18,127.19,127.18,127.19,1,0,300,230.5
2021-06-09T13:36:25Z,127.17,127.17,127.17,127.17,0,1,100,230.5
2021-06-09T13:36:31Z,127.16,127.16,127.16,127.16,0,0,300,230.5
2021-06-09T13:36:33Z,127.16,127.16,127.16,127.16,0,0,100,230.5
2021-06-09T13:36:36Z,127.16,127.16,127.16,127.16,0,0,300,229.1
2021-06-09T13:36:38Z,127.18,127.18,127.18,127.18,0,0,200,209.1
2021-06-09T13:36:39Z,127.18,127.18,127.18,127.18,0,0,100,209.1
2021-06-09T13:36:42Z,127.19,127.19,127.19,127.19,0,0,100,195
2021-06-09T13:36:44Z,127.18,127.18,127.18,127.18,0,1,400,210
2021-06-09T13:36:45Z,127.17,127.17,127.17,127.17,0,0,200,215
2021-06-09T13:36:46Z,127.17,127.17,127.17,127.17,0,0,100,215
2021-06-09T13:36:48Z,127.19,127.2,127.19,127.2,0,0,500,220
2021-06-09T13:36:54Z,127.2,127.2,127.2,127.2,0,0,100,215
2021-06-09T13:36:56Z,127.18,127.18,127.16,127.16,0,1,500,230
2021-06-09T13:36:57Z,127.17,127.17,127.17,127.17,0,0,100,225
2021-06-09T13:36:58Z,127.16,127.16,127.16,127.16,0,0,200,230
2021-06-09T13:36:59Z,127.15,127.15,127.15,127.15,0,0,100,225
2021-06-09T13:37:00Z,127.15,127.15,127.15,127.15,0,0,200,225
2021-06-09T13:37:01Z,127.15,127.16,127.15,127.16,0,0,206,225.3
2021-06-09T13:37:02Z,127.18,127.18,127.18,127.18,0,0,200,215.3
2021-06-09T13:37:03Z,127.18,127.18,127.18,127.18,0,0,200,210.3
2021-06-09T13:37:04Z,127.19,127.19,127.18,127.18,0,0,400,225.3
2021-06-09T13:37:06Z,127.17,127.17,127.17,127.17,0,0,100,215.3
2021-06-09T13:37:07Z,127.16,127.16,127.15,127.15,0,0,500,235.3
2021-06-09T13:37:10Z,127.18,127.18,127.18,127.18,1,0,200,230.3
2021-06-09T13:37:11Z,127.18,127.18,127.18,127.18,0,0,100,225.3
2021-06-09T13:37:12Z,127.2,127.22,127.2,127.22,0,0,810,260.8
2021-06-09T13:37:13Z,127.2,127.2,127.2,127.2,0,0,528,282.2
2021-06-09T13:37:14Z,127.16,127.16,127.16,127.16,0,0,300,277.2
2021-06-09T13:37:15Z,127.19,127.19,127.19,127.19,1,0,200,277.2
2021-06-09T13:37:16Z,127.22,127.22,127.22,127.22,0,0,100,277.2
2021-06-09T13:37:19Z,127.17,127.17,127.17,127.17,0,1,100,257.2
2021-06-09T13:37:23Z,127.12,127.12,127.12,127.12,0,0,400,272.2
2021-06-09T13:37:24Z,127.11,127.11,127.11,127.11,0,0,419,268.15
2021-06-09T13:37:26Z,127.09,127.09,127.09,127.09,0,0,100,268.15
2021-06-09T13:37:27Z,127.08,127.08,127.08,127.08,0,0,300,273.15
2021-06-09T13:37:28Z,127.06,127.07,127.06,127.07,0,0,500,293.15
2021-06-09T13:37:29Z,127.065,127.07,127.04,127.04,0,0,400,303.15
2021-06-09T13:37:32Z,127.02,127.035,127.02,127.035,0,0,1230,354.35
2021-06-09T13:37:35Z,127.04,127.04,127.04,127.04,1,0,100,349.35
2021-06-09T13:37:36Z,127.04,127.04,127.04,127.04,0,0,100,344.35
2021-06-09T13:37:37Z,127.03,127.03,127.03,127.03,0,0,200,334.35
2021-06-09T13:37:38Z,127.02,127.03,127.02,127.03,0,0,550,356.85
2021-06-09T13:37:39Z,127.03,127.03,127.03,127.03,0,0,600,361.85
2021-06-09T13:37:40Z,127.03,127.03,127.02,127.02,0,1,300,366.85
2021-06-09T13:37:42Z,127.01,127.03,127.01,127.03,0,0,700,396.85
2021-06-09T13:37:44Z,127.04,127.04,127.04,127.04,0,0,199,366.3
2021-06-09T13:37:45Z,127.06,127.065,127.06,127.065,0,0,300,354.9
2021-06-09T13:37:49Z,127.1,127.1,127.1,127.1,0,0,100,344.9
2021-06-09T13:37:53Z,127.09,127.09,127.09,127.09,0,1,300,349.9
2021-06-09T13:37:54Z,127.08,127.08,127.08,127.08,0,0,100,349.9
2021-06-09T13:37:58Z,127.05,127.05,127.04,127.05,0,0,400,364.9
2021-06-09T13:37:59Z,127.05,127.05,127.05,127.05,0,0,100,349.9
2021-06-09T13:38:00Z,127.06,127.06,127.06,127.06,0,0,200,338.95
2021-06-09T13:38:02Z,127.04,127.04,127.04,127.04,0,1,700,368.95
2021-06-09T13:38:03Z,127.05,127.05,127.04,127.04,0,0,300,368.95
2021-06-09T13:38:04Z,127.04,127.04,127.04,127.04,0,0,769,382.4
2021-06-09T13:38:05Z,127.03,127.04,127.01,127.01,0,0,2000,462.4
2021-06-09T13:38:06Z,127.03,127.03,127.03,127.03,0,0,200,410.9
2021-06-09T13:38:07Z,127.03,127.03,127.03,127.03,0,0,100,410.9
2021-06-09T13:38:09Z,127,127,126.99,126.99,0,0,4240,617.9
2021-06-09T13:38:10Z,126.97,126.97,126.93,126.97,0,0,2650,740.4
2021-06-09T13:38:11Z,126.97,126.97,126.96,126.96,0,0,500,737.9
2021-06-09T13:38:12Z,126.98,126.98,126.98,126.98,1,0,100,712.9
2021-06-09T13:38:14Z,126.95,126.95,126.95,126.95,0,1,500,722.9
2021-06-09T13:38:15Z,126.96,126.96,126.96,126.96,1,0,100,692.9
2021-06-09T13:38:18Z,126.94,126.96,126.94,126.96,0,0,600,712.95
2021-06-09T13:38:19Z,126.96,126.96,126.96,126.96,0,0,100,702.95
2021-06-09T13:38:21Z,126.95,126.95,126.95,126.95,0,1,200,707.95
2021-06-09T13:38:23Z,126.94,126.94,126.94,126.94,0,0,521,719
2021-06-09T13:38:24Z,126.95,126.95,126.95,126.95,1,0,100,719
2021-06-09T13:38:25Z,126.96,126.96,126.95,126.95,0,0,400,719
2021-06-09T13:38:26Z,126.95,126.96,126.95,126.96,0,0,500,739
2021-06-09T13:38:27Z,126.97,126.97,126.97,126.97,0,0,100,734
2021-06-09T13:38:29Z,126.96,126.97,126.96,126.97,0,0,400,719
2021-06-09T13:38:30Z,126.97,126.97,126.97,126.97,0,0,462,727.1
2021-06-09T13:38:32Z,127,127,127,127,0,0,100,693.65
2021-06-09T13:38:34Z,126.99,126.99,126.99,126.99,0,1,400,613.65
