Local time,Open,High,Low,Close,Volume
21.05.2021 09:30:00.000 GMT-0400,127.973,128.034,127.823,127.953,254999.9947999999
21.05.2021 09:30:01.000 GMT-0400,127.924,127.954,127.923,127.944,187499.99619999997
21.05.2021 09:30:02.000 GMT-0400,127.984,128.004,127.904,127.904,299999.9939999999
21.05.2021 09:30:03.000 GMT-0400,127.933,127.984,127.923,127.983,299999.9939999999
21.05.2021 09:30:04.000 GMT-0400,128.003,128.004,127.974,128.004,227499.99539999993
21.05.2021 09:30:05.000 GMT-0400,127.994,128.004,127.983,128.003,227499.99539999993
21.05.2021 09:30:06.000 GMT-0400,128.004,128.004,127.994,128.004,107499.9978
21.05.2021 09:30:07.000 GMT-0400,127.994,127.994,127.914,127.934,154999.9968
21.05.2021 09:30:08.000 GMT-0400,127.934,127.974,127.933,127.963,147499.997
21.05.2021 09:30:09.000 GMT-0400,127.964,127.964,127.924,127.924,47499.999
21.05.2021 09:30:10.000 GMT-0400,127.924,127.934,127.924,127.933,67499.9986
21.05.2021 09:30:11.000 GMT-0400,127.933,127.964,127.913,127.964,167499.99659999998
21.05.2021 09:30:12.000 GMT-0400,127.964,127.964,127.923,127.963,154999.9968
21.05.2021 09:30:13.000 GMT-0400,127.923,127.924,127.903,127.903,99999.99799999999
21.05.2021 09:30:14.000 GMT-0400,127.923,127.963,127.914,127.914,102499.9978
21.05.2021 09:30:15.000 GMT-0400,127.913,127.924,127.893,127.924,147499.997
21.05.2021 09:30:16.000 GMT-0400,127.923,127.963,127.923,127.963,199999.99599999996
21.05.2021 09:30:17.000 GMT-0400,127.963,127.963,127.874,127.903,102499.9978
21.05.2021 09:30:18.000 GMT-0400,127.894,127.964,127.874,127.894,214999.99559999994
21.05.2021 09:30:19.000 GMT-0400,127.883,127.964,127.883,127.943,187499.99619999997
21.05.2021 09:30:20.000 GMT-0400,127.944,127.973,127.944,127.973,87499.9982
21.05.2021 09:30:21.000 GMT-0400,127.994,127.994,127.993,127.994,59999.998799999994
21.05.2021 09:30:22.000 GMT-0400,127.974,127.974,127.923,127.923,127499.99739999998
21.05.2021 09:30:23.000 GMT-0400,127.954,127.954,127.913,127.933,129999.9972
21.05.2021 09:30:24.000 GMT-0400,127.923,127.923,127.883,127.894,139999.9972
21.05.2021 09:30:25.000 GMT-0400,127.893,127.893,127.853,127.854,159999.9968
21.05.2021 09:30:26.000 GMT-0400,127.854,127.864,127.843,127.863,107499.9978
21.05.2021 09:30:27.000 GMT-0400,127.853,127.854,127.834,127.834,147499.997
21.05.2021 09:30:28.000 GMT-0400,127.833,127.834,127.823,127.834,79999.9984
21.05.2021 09:30:29.000 GMT-0400,127.834,127.854,127.823,127.823,147499.997
21.05.2021 09:30:30.000 GMT-0400,127.833,127.883,127.814,127.883,219999.99559999994
21.05.2021 09:30:31.000 GMT-0400,127.883,127.883,127.823,127.823,227499.99539999993
21.05.2021 09:30:32.000 GMT-0400,127.824,127.833,127.783,127.783,119999.99759999999
21.05.2021 09:30:33.000 GMT-0400,127.783,127.804,127.773,127.804,187499.99619999997
21.05.2021 09:30:34.000 GMT-0400,127.794,127.804,127.794,127.804,114999.9976
21.05.2021 09:30:35.000 GMT-0400,127.803,127.803,127.734,127.744,134999.9972
21.05.2021 09:30:36.000 GMT-0400,127.743,127.754,127.743,127.754,159999.9968
