Local time,Open,High,Low,Close,Volume
28.05.2021 09:30:00.000 GMT-0400,125.497,125.606,125.497,125.606,80459.9984
28.05.2021 09:30:01.000 GMT-0400,125.606,125.617,125.586,125.587,199999.99599999996
28.05.2021 09:30:02.000 GMT-0400,125.576,125.597,125.566,125.567,239999.99519999992
28.05.2021 09:30:03.000 GMT-0400,125.566,125.606,125.566,125.566,179999.99639999997
28.05.2021 09:30:04.000 GMT-0400,125.566,125.586,125.556,125.556,180919.99639999995
28.05.2021 09:30:05.000 GMT-0400,125.587,125.596,125.586,125.587,220074.99559999994
28.05.2021 09:30:06.000 GMT-0400,125.587,125.587,125.556,125.567,220074.99559999994
28.05.2021 09:30:07.000 GMT-0400,125.567,125.567,125.557,125.557,179999.99639999997
28.05.2021 09:30:08.000 GMT-0400,125.557,125.566,125.556,125.566,179999.99639999997
28.05.2021 09:30:09.000 GMT-0400,125.556,125.557,125.536,125.536,60459.9988
28.05.2021 09:30:10.000 GMT-0400,125.546,125.567,125.546,125.546,180994.9964
28.05.2021 09:30:11.000 GMT-0400,125.547,125.547,125.526,125.527,140534.99719999998
28.05.2021 09:30:12.000 GMT-0400,125.536,125.537,125.516,125.527,160919.99679999996
28.05.2021 09:30:13.000 GMT-0400,125.526,125.557,125.526,125.526,119999.99759999999
28.05.2021 09:30:14.000 GMT-0400,125.536,125.576,125.526,125.556,180459.99639999997
28.05.2021 09:30:15.000 GMT-0400,125.527,125.537,125.526,125.526,59999.998799999994
28.05.2021 09:30:16.000 GMT-0400,125.527,125.527,125.526,125.526,120074.9976
28.05.2021 09:30:17.000 GMT-0400,125.516,125.556,125.516,125.556,79999.9984
28.05.2021 09:30:18.000 GMT-0400,125.557,125.557,125.536,125.536,20074.999599999996
28.05.2021 09:30:19.000 GMT-0400,125.547,125.547,125.526,125.536,60534.99879999999
28.05.2021 09:30:20.000 GMT-0400,125.546,125.546,125.476,125.477,159999.9968
28.05.2021 09:30:21.000 GMT-0400,125.476,125.487,125.466,125.466,119999.99759999999
28.05.2021 09:30:22.000 GMT-0400,125.466,125.477,125.456,125.467,159999.9968
28.05.2021 09:30:23.000 GMT-0400,125.476,125.477,125.457,125.477,120074.9976
28.05.2021 09:30:24.000 GMT-0400,125.446,125.477,125.446,125.476,100459.99799999999
28.05.2021 09:30:25.000 GMT-0400,125.487,125.506,125.487,125.506,100459.99799999999
28.05.2021 09:30:26.000 GMT-0400,125.516,125.526,125.506,125.506,80074.99839999998
28.05.2021 09:30:27.000 GMT-0400,125.497,125.507,125.496,125.496,40459.9992
28.05.2021 09:30:28.000 GMT-0400,125.497,125.497,125.497,125.497,19999.9996
28.05.2021 09:30:29.000 GMT-0400,125.497,125.497,125.497,125.497,19999.9996
28.05.2021 09:30:30.000 GMT-0400,125.497,125.497,125.456,125.456,160534.9968
28.05.2021 09:30:31.000 GMT-0400,125.467,125.467,125.467,125.467,19999.9996
28.05.2021 09:30:32.000 GMT-0400,125.477,125.477,125.466,125.466,99999.99799999999
28.05.2021 09:30:33.000 GMT-0400,125.487,125.487,125.476,125.476,80149.9984
